student_id,age,gender,baseline_intelligence
1,22,Female,82.60089051363379
2,19,Female,109.03397893161878
3,23,Male,83.78774214149817
4,20,Female,116.74253228786321
5,22,Male,94.55129313292107
6,18,Female,112.46213651203486
7,22,Male,77.90096026325429
8,23,Female,112.35639422163764
9,20,Female,120.43791054485287
10,19,Male,80.77633811424292
11,23,Female,98.29744585816458
12,23,Female,105.02329208681894
13,18,Female,105.75801790168988
14,21,Female,94.90670373674533
15,20,Female,92.26247022123754
16,17,Female,103.79894418876539
17,23,Female,105.28830891375371
18,21,Male,90.58892630226238
19,17,Female,87.62437061664899
20,20,Female,118.170635826944
21,16,Male,101.61503133557498
22,21,Female,65.92443223000896
23,24,Female,118.2626658752846
24,16,Male,91.0428541998807
25,18,Female,101.00110484394807
26,22,Female,105.62296418701547
27,19,Male,77.74474836608309
28,24,Male,95.66796238720414
29,18,Female,119.76361138500948
30,20,Female,116.34039094002591
31,18,Male,95.64461129674997
32,22,Female,110.73750687646665
33,20,Male,112.71287429439566
34,24,Male,111.94752164239188
35,22,Male,82.809618587758
36,17,Female,124.61725405359216
37,19,Male,93.04236010516335
38,24,Male,101.6400526413382
39,17,Male,94.73078796428209
40,24,Female,103.44641692734022
41,20,Female,87.03603409058519
42,17,Female,96.62315610210797
43,19,Male,102.7413576802874
44,22,Female,118.36973467378257
45,23,Female,116.55892718510536
46,18,Male,117.31829528168988
47,16,Male,113.02978361893331
48,19,Female,127.70013043817491
49,17,Female,95.64788645774158
50,23,Male,97.63347729565571
51,19,Female,97.01585584256799
52,17,Male,99.08303861503194
53,21,Male,78.45668932727132
54,21,Female,103.97141182400989
55,19,Female,107.4408253667768
56,21,Female,96.13889829522469
57,17,Female,73.63989044390686
58,17,Male,100.32145857063651
59,19,Female,80.57939869578735
60,23,Female,106.40966630130828
61,22,Female,101.78967450806185
62,24,Male,103.26058190041465
63,23,Female,84.08444990151722
64,20,Female,118.92375648282604
65,17,Male,102.55313793811412
66,20,Male,86.28644017784305
67,23,Male,108.6946247328845
68,24,Male,101.46603079140571
69,24,Male,127.55375509418718
70,16,Female,91.70688312767982
71,24,Male,81.28699842786959
72,22,Male,104.34020066415971
73,24,Male,115.18338803704964
74,23,Male,134.8445356363345
75,16,Male,151.27918269053725
76,23,Male,76.7192731616525
77,23,Male,97.97143546538918
78,18,Male,81.33680884963937
79,16,Female,96.28924318929273
80,23,Female,137.1586561343127
81,18,Female,87.70433008131872
82,18,Male,99.67072984246252
83,16,Male,91.28708004909454
84,20,Male,84.95056367657592
85,22,Female,126.89185003514879
86,24,Male,76.91113942281491
87,22,Male,98.76229392518964
88,24,Male,101.31944811284747
89,23,Female,99.50425166904093
90,17,Female,95.26436737403588
91,16,Male,124.21514375376552
92,22,Female,68.3217822757953
93,22,Male,106.54677615729486
94,23,Male,107.21498998734435
95,20,Female,104.30484643602252
96,18,Female,87.5373421496381
97,23,Female,118.07546613476364
98,21,Female,117.32470343796837
99,18,Male,87.00866864191201
100,16,Male,82.03175662133266
101,18,Female,79.13346050989355
102,20,Female,103.38107742973304
103,18,Male,100.70173059082286
104,16,Male,94.58338122877254
105,20,Male,131.21975950048832
106,22,Male,93.0837345196391
107,22,Female,102.81249834471551
108,24,Female,97.08541657876822
109,18,Female,129.44677052741562
110,22,Male,70.15499034059286
111,16,Male,95.35135052043398
112,19,Female,109.21383232141098
113,19,Female,96.66417658258163
114,20,Female,80.43501072729342
115,22,Male,102.64895550858593
116,22,Female,75.68014690801918
117,19,Male,110.05352260887639
118,22,Female,93.80105621609952
119,18,Female,91.27792062553334
120,21,Female,115.69234247835065
121,17,Male,84.95163698347348
122,24,Male,76.86300165674871
123,20,Male,86.34276115851286
124,21,Male,130.70500985160223
125,19,Male,84.9446862629435
126,22,Male,105.48285054064267
127,24,Female,112.6502992587206
128,22,Male,85.9037509805245
129,16,Female,85.9231825220927
130,16,Male,102.70237952430394
131,24,Female,103.37983326101362
132,24,Female,120.21425628703462
133,19,Male,88.46152863376946
134,24,Female,94.34119731846356
135,18,Male,142.5759453349619
136,22,Male,73.11062151347082
137,21,Male,70.03467784771608
138,23,Male,79.25438536581161
139,24,Female,116.52408261466255
140,20,Male,93.42572601485853
141,16,Female,93.42029908608109
142,18,Female,85.52165995086861
143,23,Female,113.77627456858096
144,21,Male,79.4866936562347
145,23,Female,91.2774707050818
146,24,Male,86.11536353956517
147,19,Female,59.91590802698083
148,16,Male,92.82641576462164
149,16,Male,99.11231333784333
150,19,Male,88.36717225932233
151,22,Male,95.97587462190276
152,17,Female,96.36060841728826
153,18,Female,98.00461486053665
154,16,Male,84.18927257024768
155,20,Female,83.32765646721394
156,16,Male,100.70419751574029
157,23,Male,77.8586854329506
158,16,Female,96.7881245335863
159,16,Male,124.53235935425744
160,17,Male,99.41764769953815
161,17,Male,72.60149893495085
162,21,Male,102.6972732220222
163,22,Male,112.27735549346195
164,20,Female,88.07024403228456
165,16,Female,95.51570083065732
166,16,Female,86.83466831371238
167,18,Male,93.06727515127606
168,17,Male,90.01680524957469
169,20,Male,106.53502777962238
170,21,Male,124.87393540913183
171,22,Male,100.85823175165098
172,19,Male,76.87386132552376
173,22,Female,137.94149953306248
174,23,Male,108.74347917616609
175,16,Female,111.79705658595844
176,21,Male,99.04410774470877
177,23,Female,103.4909376201408
178,20,Male,94.87261196676442
179,19,Female,113.55543863353975
180,17,Female,92.83895007477605
181,21,Male,107.34061630835532
182,21,Male,114.54105574685592
183,16,Female,118.6890232866539
184,24,Male,115.47914045453669
185,21,Male,84.6460183276035
186,18,Male,123.591192749543
187,19,Female,109.96388436760654
188,19,Male,104.58389925417012
189,18,Female,106.31315136898223
190,18,Female,97.62415158234919
191,18,Male,93.00067204772846
192,19,Female,94.47242181765847
193,22,Male,119.32190932809571
194,19,Male,101.21577771474847
195,24,Female,104.22576827693011
196,16,Female,100.90212963890794
197,23,Female,89.98112604412557
198,22,Female,67.79768601749768
199,17,Female,111.53080171303972
200,23,Male,109.94166475220855
201,16,Female,99.82816169652574
202,24,Male,83.64643436304408
203,24,Male,127.31228320510148
204,17,Female,94.88272143247323
205,22,Female,103.72377252403896
206,18,Female,89.45277505107948
207,22,Female,79.75422045509704
208,24,Female,108.84449440704108
209,19,Male,77.48787154262453
210,16,Male,103.43557642049335
211,17,Male,103.47914824894248
212,16,Female,83.2035519302065
213,20,Female,80.55374471389543
214,20,Male,88.44346443914344
215,22,Female,90.58659220993297
216,24,Female,77.05398282756755
217,24,Female,83.12288190292665
218,18,Male,101.13857658463729
219,18,Female,129.84434979678912
220,18,Male,115.1147204137842
221,19,Female,102.40779645405127
222,23,Female,116.92512800992176
223,21,Male,117.33195166049002
224,23,Female,95.42530085897926
225,16,Female,103.86843758391578
226,23,Female,114.66846843574722
227,19,Male,116.71708795821908
228,16,Female,116.86108915918842
229,23,Female,84.59483894343833
230,19,Female,117.6257735989086
231,21,Female,127.8711536430244
232,23,Female,122.4014162478842
233,19,Male,83.71716925297065
234,18,Male,79.94535540454619
235,24,Female,106.97838524040388
236,18,Female,122.12250955324615
237,24,Male,103.39251976775311
238,17,Female,96.47533251766991
239,17,Female,98.64716500113227
240,17,Female,115.30738299912375
241,21,Female,95.17588630431123
242,18,Female,107.21431985099937
243,24,Female,98.04455348028084
244,19,Female,86.67493021494317
245,16,Female,85.49963326478962
246,19,Male,107.87963971284945
247,16,Male,59.4189455125736
248,20,Female,107.18894100742085
249,19,Female,97.44070063443714
250,23,Female,114.19124694874316
251,23,Female,109.02196297030216
252,22,Male,100.66931388700974
253,18,Male,83.98953087611085
254,16,Male,84.80146456623542
255,16,Male,90.32552420718274
256,18,Female,113.02891368832023
257,21,Female,126.53057684732565
258,22,Female,104.94836745827013
259,21,Male,91.16171591938672
260,21,Female,92.72463789476356
261,21,Female,93.41486900134251
262,18,Male,115.60171771661896
263,21,Male,93.12121048318215
264,23,Male,99.34469760084852
265,17,Male,120.1719782305006
266,20,Male,91.48783462822493
267,16,Female,108.35590858045057
268,16,Female,113.50682429170432
269,20,Male,100.95162963049479
270,18,Female,129.31176701186757
271,19,Female,124.98179829748383
272,18,Female,103.9464562450031
273,16,Female,87.94274712315644
274,16,Male,88.65162081941965
275,20,Female,103.18961786271467
276,21,Female,83.64954176429816
277,18,Female,104.03412944123906
278,24,Male,125.32143315420345
279,20,Female,100.93730153172268
280,23,Male,99.71578341909567
281,16,Male,112.79789599265305
282,20,Male,107.87253339214988
283,18,Male,82.77533818726835
284,16,Female,93.17148737878583
285,19,Male,128.40931485277792
286,20,Male,104.881677824147
287,22,Male,84.90350039242344
288,16,Male,97.12231324281917
289,18,Male,73.26119100170516
290,17,Female,72.1371694826613
291,24,Male,114.73406853057423
292,21,Female,99.9329249585589
293,18,Female,107.78315325795785
294,23,Male,117.36827367376262
295,23,Female,105.09210786627958
296,17,Female,110.9965309266615
297,21,Female,103.85963656205098
298,22,Male,119.29597128745696
299,17,Male,126.60171009102802
300,17,Male,102.99356034277135
301,16,Male,102.36453947909479
302,23,Male,104.8024001759497
303,16,Male,98.41712007902007
304,24,Male,93.99579281485467
305,21,Female,115.72504141421108
306,22,Female,94.01605457500486
307,22,Male,93.15092833658846
308,18,Female,113.47555381285932
309,17,Male,114.62664385776061
310,24,Male,135.00207303845386
311,23,Male,118.29495776413629
312,22,Female,112.40541401246209
313,24,Male,114.57016343104584
314,19,Male,97.78174590964524
315,19,Male,108.43322555347589
316,16,Male,109.14462898750655
317,23,Female,91.86891960190596
318,18,Male,99.2658339558512
319,22,Female,114.28588609548207
320,17,Female,99.72236080728648
321,17,Male,109.17357325449636
322,22,Male,113.4519622390795
323,21,Female,112.75215098737311
324,18,Female,125.95975452522971
325,24,Female,91.28077746810392
326,21,Female,124.63777909729652
327,21,Male,107.11414429154186
328,16,Female,112.51072072712648
329,19,Female,110.45427579732949
330,21,Female,109.69530527740298
331,21,Female,90.43943473043252
332,20,Male,111.95928488740628
333,16,Male,78.41752872448292
334,23,Male,131.42899084656395
335,20,Female,105.72729324916882
336,20,Female,117.39955999962221
337,22,Male,110.22726037445761
338,19,Male,100.54877513449514
339,21,Female,91.88875652592696
340,19,Male,89.04494148982168
341,18,Female,111.69049771566715
342,22,Female,110.90488172573194
343,23,Female,108.37672725809442
344,19,Female,98.2335070023059
345,17,Female,106.19853872658356
346,18,Female,93.65719902488922
347,16,Male,89.78765983942063
348,23,Male,95.84012851537105
349,18,Male,96.50004509116431
350,22,Female,121.96303946773718
351,20,Male,79.52454928144282
352,20,Female,99.50453636519893
353,22,Female,109.48519574113155
354,24,Female,129.7830176175157
355,20,Female,90.88848660882182
356,16,Male,83.2612343913064
357,16,Male,110.84497987057637
358,17,Male,102.47287015708946
359,21,Female,96.68802875300082
360,24,Male,106.56441840697197
361,23,Male,112.92766310589997
362,20,Male,111.0555995445815
363,16,Female,104.52589996330939
364,22,Male,119.75208208426295
365,20,Female,102.96092852896416
366,21,Male,100.64681327455973
367,22,Female,110.70837553139692
368,18,Male,81.09205565584102
369,18,Male,109.23632934467675
370,20,Male,95.45171602338162
371,21,Female,80.05021913592978
372,24,Male,106.37776719942424
373,20,Male,93.12591239059314
374,16,Female,75.78273567055076
375,19,Female,86.9329007637588
376,20,Female,125.34476975805569
377,20,Female,91.64956796688588
378,22,Male,104.84452577607796
379,19,Male,83.73807148534303
380,16,Female,131.51392895877655
381,20,Male,101.04005212708732
382,22,Female,89.73919328348228
383,21,Male,113.27641479817542
384,20,Female,130.75299088075022
385,19,Male,93.8761097390003
386,17,Female,89.43932854734284
387,19,Female,134.42741008080276
388,18,Male,98.1598293436058
389,16,Male,96.45096394325454
390,23,Male,67.83429774391539
391,20,Female,99.49504383786311
392,19,Male,79.66081243181313
393,23,Female,91.59860324277736
394,22,Male,69.7854754926382
395,17,Male,118.52722743056093
396,16,Female,78.0008387118648
397,19,Female,70.8887403607657
398,23,Male,86.37674206723507
399,17,Female,118.7100469960395
400,18,Female,93.32510350698682
401,16,Male,95.33111777566641
402,16,Female,107.17673290643944
403,18,Male,97.72512757576445
404,20,Male,118.5693823181225
405,18,Female,96.4055474855409
406,16,Male,96.65127632652442
407,16,Female,133.96289925746348
408,23,Male,100.8274809880593
409,17,Female,103.45855962649719
410,18,Female,96.84361408661152
411,17,Female,63.57648278069356
412,18,Female,113.09305517408487
413,22,Female,124.9079880611179
414,16,Male,118.83572975411225
415,23,Male,91.62877593529198
416,17,Female,97.40189164268406
417,18,Male,105.23780841782076
418,24,Female,104.70903017448028
419,22,Female,110.21454635418286
420,19,Male,103.04592032344522
421,20,Male,94.58008219954355
422,17,Female,102.05418412956654
423,23,Female,114.98177872437127
424,19,Female,143.7441769622077
425,24,Female,92.51588152763236
426,20,Female,103.39306843486105
427,24,Female,94.5507815758231
428,19,Male,104.613274155476
429,20,Female,114.63478958182158
430,24,Female,96.87814396434561
431,23,Male,69.30951496723901
432,18,Female,115.42860585026297
433,16,Female,101.95628661263967
